Phylum,scaff_non_virus.fasta
Spirochaetes,1.4500906245012446
Firmicutes,3.312497355001924
Proteobacteria,77.8252082752833
Cyanobacteria,4.018202436754836
Actinobacteria,4.7503910508251845
Euryarchaeota,1.5354655489377957
Crenarchaeota,0.7924673830878547
Chlamydiae,3.968973305642398
Synergistetes,0.18107697938383152
Planctomycetes,1.4768851050326228
Thaumarchaeota,0.6887419355490072
